#Classification	210222Fox_D21-2140_bracken_species.kreport2	210222Fox_D21-2142_bracken_species.kreport2	210222Fox_D21-2143_bracken_species.kreport2	210222Fox_D21-2144_bracken_species.kreport2	210222Fox_D21-2145_bracken_species.kreport2	210222Fox_D21-2146_bracken_species.kreport2	210222Fox_D21-2147_bracken_species.kreport2	210713Fox_D21-6682_bracken_species.kreport2	210713Fox_D21-6683_bracken_species.kreport2	210713Fox_D21-6684_bracken_species.kreport2	210713Fox_D21-6685_bracken_species.kreport2	210713Fox_D21-6686_bracken_species.kreport2	210713Fox_D21-6687_bracken_species.kreport2	210713Fox_D21-6688_bracken_species.kreport2	210713Fox_D21-6689_bracken_species.kreport2	210713Fox_D21-6690_bracken_species.kreport2	210713Fox_D21-6691_bracken_species.kreport2	210713Fox_D21-6692_bracken_species.kreport2	210713Fox_D21-6693_bracken_species.kreport2
k__Viruses|k__Orthornavirae|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Tospoviridae|s__Melon_severe_mosaic_tospovirus	16	31	25	21	24	13	12	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|c__Naldaviricetes|o__Lefavirales|f__Baculoviridae|g__Betabaculovirus|s__Cnaphalocrocis_medinalis_granulovirus	0	17	32	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	0
k__Viruses|c__Naldaviricetes|o__Lefavirales|f__Baculoviridae|g__Betabaculovirus|s__Mythimna_unipuncta_granulovirus_B	13	24	0	20	20	13	0	12	0	0	0	10	0	15	0	11	11	13	0
k__Viruses|c__Naldaviricetes|o__Lefavirales|f__Baculoviridae|g__Alphabaculovirus|s__Spodoptera_exigua_multiple_nucleopolyhedrovirus	0	11	16	13	23	16	0	0	0	13	11	0	0	0	0	0	13	0	0
k__Viruses|c__Naldaviricetes|o__Lefavirales|f__Baculoviridae|g__Alphabaculovirus|s__Spodoptera_eridania_nucleopolyhedrovirus	0	13	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|c__Naldaviricetes|o__Lefavirales|f__Baculoviridae|g__Alphabaculovirus|s__Chrysodeixis_includens_nucleopolyhedrovirus	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|c__Naldaviricetes|o__Lefavirales|f__Baculoviridae|g__Alphabaculovirus|s__Spodoptera_littoralis_nucleopolyhedrovirus	10	11	12	11	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
k__Viruses|c__Naldaviricetes|o__Lefavirales|f__Baculoviridae|g__Alphabaculovirus|s__Catopsilia_pomona_nucleopolyhedrovirus	13	15	12	16	15	0	12	0	0	10	0	0	0	0	0	0	0	0	0
k__Viruses|c__Naldaviricetes|o__Lefavirales|f__Nudiviridae|g__Alphanudivirus|s__Drosophila_melanogaster_nudivirus_A	16	39	31	31	14	13	12	12	13	11	11	18	10	10	26	11	10	0	17
k__Viruses|c__Naldaviricetes|o__Lefavirales|f__Nudiviridae|g__Alphanudivirus|s__Drosophila_melanogaster_nudivirus_C	24	84	29	50	19	21	20	0	0	11	24	18	28	13	21	27	34	18	19
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes|o__Imitervirales|f__Mimiviridae|s__Moumouvirus	0	14	13	22	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes|o__Imitervirales|f__Mimiviridae|g__Cafeteriavirus|s__Cafeteria_roenbergensis_virus	0	18	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes|o__Imitervirales|f__Mimiviridae|g__Mimivirus|s__Megavirus_chiliensis	0	15	15	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes|o__Imitervirales|f__Mimiviridae|g__Mimivirus|s__Acanthamoeba_polyphaga_mimivirus	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes|o__Pimascovirales|f__Iridoviridae|g__Lymphocystivirus|s__Lymphocystis_disease_virus_-_isolate_China	0	11	13	10	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes|o__Pimascovirales|f__Ascoviridae|g__Ascovirus|s__Trichoplusia_ni_ascovirus_2c	11	0	10	12	0	0	0	0	0	0	0	0	0	0	12	0	13	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes|o__Algavirales|f__Phycodnaviridae|s__Chrysochromulina_ericina_virus	0	0	0	13	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes|o__Algavirales|f__Phycodnaviridae|g__Raphidovirus|s__Heterosigma_akashiwo_virus_01	0	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes|o__Algavirales|f__Phycodnaviridae|g__Coccolithovirus|s__Emiliania_huxleyi_virus_86	0	10	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes|o__Algavirales|f__Phycodnaviridae|g__Prymnesiovirus|s__Phaeocystis_globosa_virus	0	24	14	21	11	15	0	0	0	0	0	0	0	0	0	11	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Megaviricetes|o__Algavirales|f__Phycodnaviridae|s__Orpheovirus_IHUMI-LCC2	32	62	62	85	41	42	31	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Pokkesviricetes|o__Chitovirales|f__Poxviridae|g__Avipoxvirus|s__Turkeypox_virus	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Pokkesviricetes|o__Chitovirales|f__Poxviridae|g__Avipoxvirus|s__Fowlpox_virus	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Pokkesviricetes|o__Chitovirales|f__Poxviridae|g__Alphaentomopoxvirus|s__Anomala_cuprea_entomopoxvirus	17	10	14	11	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Pokkesviricetes|o__Chitovirales|f__Poxviridae|s__BeAn_58058_virus	13	14	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Pokkesviricetes|o__Chitovirales|f__Poxviridae|g__Centapoxvirus|s__Yokapox_virus	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Bamfordvirae|p__Nucleocytoviricota|c__Pokkesviricetes|o__Chitovirales|f__Poxviridae|g__Centapoxvirus|s__Murmansk_microtuspox_virus	21	72	79	83	49	37	36	0	0	16	15	0	16	0	11	20	16	0	0
k__Viruses|s__Mollivirus_sibericum	89	123	95	78	91	71	300	380	27	42	71	68	66	45	274	71	97	65	75
k__Viruses|g__Pandoravirus|s__Pandoravirus_salinus	14	51	46	57	19	28	34	12	31	17	24	25	0	22	21	12	27	19	26
k__Viruses|g__Pandoravirus|s__Pandoravirus_quercus	19	37	22	16	16	15	13	0	0	0	0	12	17	15	17	19	16	20	0
k__Viruses|g__Pandoravirus|s__Pandoravirus_dulcis	19	31	28	29	20	15	14	0	0	0	12	13	0	0	11	0	10	13	0
k__Viruses|g__Pandoravirus|s__Pandoravirus_macleodensis	22	61	40	47	25	20	36	13	12	15	16	19	0	19	16	25	22	17	27
k__Viruses|g__Pandoravirus|s__Pandoravirus_inopinatum	29	54	63	60	31	35	29	12	21	20	22	23	20	23	14	12	25	15	20
k__Viruses|g__Pandoravirus|s__Pandoravirus_neocaledonia	31	58	47	47	25	19	29	18	10	17	21	24	14	24	15	17	23	17	25
k__Viruses|k__Heunggongvirae|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Malacoherpesviridae|g__Ostreavirus|s__Ostreid_herpesvirus_1	0	17	10	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Macropodid_alphaherpesvirus_1	0	0	0	13	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Quwivirus|s__Caviid_betaherpesvirus_2	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Percavirus|s__Equid_gammaherpesvirus_5	0	13	13	12	0	12	0	0	0	0	0	0	0	0	11	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Lymphocryptovirus|s__Human_gammaherpesvirus_4	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Human_betaherpesvirus_7	0	316	0	0	0	0	13	0	0	0	44	14	52	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_1	11	26	0	12	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Schitoviridae|g__Baltimorevirus|s__Dinoroseobacter_virus_DFL12	0	0	13	0	0	0	17	0	0	11	12	0	0	0	0	0	12	0	16
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Escherichia_virus_KAW1E185	0	0	54	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Atlauavirus|s__Synechococcus_virus_AC2014fSyn7803C8	0	18	0	0	0	0	0	0	0	0	18	0	20	0	0	21	10	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Donellivirus|s__Bacillus_virus_G	0	25	12	16	0	14	12	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Acionnavirus|s__Synechococcus_phage_S-CAM8	0	35	16	25	17	19	22	0	13	0	12	19	15	0	0	0	0	13	13
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Herelleviridae|g__Kochikohdavirus|s__Enterococcus_virus_EF24C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Herelleviridae|g__Caeruleovirus|s__Bacillus_virus_Bcp1	14	29	25	33	13	11	28	11	16	0	0	0	0	0	0	0	10	0	13
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_PhiJF1	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_CHPC959	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_57001	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_96403	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_P4565	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_16W23	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_51701	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_PhiB1127	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_37201	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_fd13	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_936	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_P1532	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_88605	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_Sl4	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_PhiL6	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_Phi512	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	37	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_CHPC362	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_79201	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_CHPC964	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_05601	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_phi7	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_jm2	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_i0139	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_66901	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_bIL170	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_30804	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_62601	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_P475	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_P656	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_CHPC965	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_PhiS0139	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_P008	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_56003	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_CB13	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_p272	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_CHPC52	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_712	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_LP1502a	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_63302	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_CHPC958	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	128	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_340	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	100	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_16802	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_P680	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_CaseusJM1	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_jm3	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	138	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_CHPC781	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	193	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Skunavirus|s__Lactococcus_virus_96603	0	0	0	0	0	705	0	0	0	0	0	0	0	0	0	0	0	113	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Teubervirus|s__Lactococcus_virus_LW31	0	12	18	16	0	11	0	0	0	0	11	11	17	0	0	19	12	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|s__Weissella_phage_WCP30	0	12	0	0	0	0	0	0	0	0	0	0	15	0	0	16	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|s__Ruegeria_phage_vB_RpoS-V18	0	22	14	56	30	19	10	0	26	26	16	10	20	28	0	25	29	29	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|s__Enterococcus_phage_nattely	106	631	353	161	586	49	60	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Siphoviridae|g__Gorganvirus|s__Proteus_virus_Isfahan	930	1683	1559	1381	770	921	1035	584	1206	1226	1496	2457	1489	1251	1426	1363	2371	812	1386
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonia|o__Candidatus_Nanosynbacterales|f__Candidatus_Nanosynbacteraceae|g__Candidatus_Nanosynbacter|s__Candidatus_Nanosynbacter_lyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp._CZ-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Nibribacter|s__Nibribacter_ruber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_sp._oral_taxon_HOT-286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oris	0	0	0	0	0	0	0	17	0	0	0	0	13	0	0	0	20	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_suis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	16	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_acinonychis	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	17
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_acidisoli	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|g__Denitratisoma|s__Denitratisoma_oestradiolicum	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Orrella|s__Orrella_dioscoreae	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ottowia|s__Ottowia_sp._27C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp._PBS-H4	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0	0
